age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
31.0,Private,79190.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,35.0,United-States,0
20.0,State-gov,41103.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20.0,United-States,0
49.0,Private,80914.0,5th-6th,3.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,45.0,United-States,0
58.0,Private,301867.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,0
51.0,Private,138514.0,Assoc-voc,11.0,Divorced,Tech-support,Unmarried,Black,Female,0.0,0.0,48.0,United-States,0
26.0,Local-gov,220656.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,Black,Male,0.0,0.0,38.0,England,0
34.0,Private,180284.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,50.0,United-States,0
35.0,Private,179579.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,0
43.0,Private,199191.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,50.0,United-States,0
38.0,Private,393945.0,Assoc-voc,11.0,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,36.0,United-States,0
35.0,Private,397307.0,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,55.0,United-States,0
51.0,Self-emp-inc,230095.0,Assoc-voc,11.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,0
47.0,Private,97419.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,Wife,Black,Female,0.0,0.0,40.0,United-States,0
40.0,Private,155972.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.0,United-States,1
40.0,Local-gov,240504.0,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1
43.0,Private,304175.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1
55.0,Private,189528.0,5th-6th,3.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,0
47.0,Federal-gov,192894.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,50.0,United-States,1
27.0,Private,251905.0,Assoc-voc,11.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,50.0,United-States,0
32.0,Federal-gov,42900.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,50.0,United-States,1
85.0,Private,98611.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,3.0,Poland,0
42.0,Private,180019.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,65.0,United-States,0
90.0,Self-emp-not-inc,82628.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,2964.0,0.0,12.0,United-States,0
24.0,nan,112683.0,HS-grad,9.0,Never-married,nan,Not-in-family,White,Female,0.0,0.0,32.0,United-States,0
25.0,Private,191230.0,Some-college,10.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,Yugoslavia,0
51.0,Federal-gov,36186.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1
51.0,Private,126010.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
37.0,Private,126954.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1
29.0,Private,146949.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,43.0,United-States,0
62.0,State-gov,199198.0,Assoc-voc,11.0,Widowed,Exec-managerial,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0
42.0,Private,143582.0,7th-8th,4.0,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Female,0.0,0.0,48.0,nan,0
33.0,Private,108328.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,6849.0,0.0,50.0,United-States,0
34.0,State-gov,50178.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,38.0,United-States,0
21.0,Private,273403.0,Assoc-voc,11.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,50.0,United-States,0
51.0,Private,137253.0,HS-grad,9.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,1
29.0,Private,266043.0,9th,5.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,0
25.0,Private,234665.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,0
25.0,Private,212522.0,HS-grad,9.0,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,40.0,United-States,0
38.0,Private,164898.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
56.0,Private,124137.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,41.0,United-States,0
32.0,Private,323055.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
43.0,Private,331894.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.0,United-States,1
27.0,Private,116531.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
29.0,State-gov,293287.0,Some-college,10.0,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
22.0,Private,204160.0,HS-grad,9.0,Divorced,Machine-op-inspct,Own-child,White,Female,0.0,0.0,40.0,United-States,0
20.0,Private,196643.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,0
38.0,Private,136629.0,Bachelors,13.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,Iran,0
18.0,Private,151866.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,20.0,United-States,0
27.0,Private,144133.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0.0,0.0,50.0,United-States,0
23.0,Private,114357.0,HS-grad,9.0,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,50.0,United-States,0
18.0,Local-gov,153405.0,11th,7.0,Never-married,Adm-clerical,Other-relative,White,Female,0.0,0.0,25.0,United-States,0
43.0,Self-emp-not-inc,35236.0,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,84.0,United-States,0
38.0,Private,348739.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,0
28.0,Private,142264.0,9th,5.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,50.0,Dominican-Republic,0
53.0,Private,266529.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1
22.0,Private,103277.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,20.0,United-States,0
43.0,Self-emp-inc,320984.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50.0,United-States,0
25.0,Private,485496.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,0
35.0,Private,263081.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,60.0,United-States,1
27.0,Private,617860.0,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,40.0,United-States,0
42.0,State-gov,160369.0,HS-grad,9.0,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1
81.0,nan,89391.0,Prof-school,15.0,Married-civ-spouse,nan,Husband,White,Male,0.0,0.0,24.0,United-States,1
37.0,Local-gov,118909.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,35.0,United-States,0
25.0,nan,230856.0,HS-grad,9.0,Never-married,nan,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0
18.0,Private,170183.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20.0,United-States,0
30.0,Private,188798.0,Some-college,10.0,Divorced,Other-service,Own-child,White,Female,0.0,0.0,20.0,United-States,0
20.0,Private,200450.0,7th-8th,4.0,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,52.0,United-States,0
23.0,nan,238087.0,Some-college,10.0,Never-married,nan,Own-child,White,Male,0.0,0.0,30.0,United-States,0
58.0,Private,218724.0,7th-8th,4.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States,0
18.0,nan,255282.0,11th,7.0,Never-married,nan,Own-child,Black,Male,0.0,1602.0,48.0,United-States,0
43.0,Private,198330.0,Masters,14.0,Widowed,Prof-specialty,Unmarried,Black,Female,0.0,0.0,37.0,United-States,0
41.0,Private,320744.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,3325.0,0.0,50.0,United-States,0
42.0,Federal-gov,153143.0,Some-college,10.0,Divorced,Adm-clerical,Other-relative,White,Female,0.0,0.0,40.0,Puerto-Rico,0
17.0,Private,103851.0,11th,7.0,Never-married,Adm-clerical,Own-child,White,Female,1055.0,0.0,20.0,United-States,0
21.0,Private,96844.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,20.0,United-States,0
24.0,Private,285457.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
35.0,Private,231180.0,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,60.0,United-States,0
52.0,Private,135607.0,Some-college,10.0,Widowed,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,nan,0
41.0,Private,93885.0,Some-college,10.0,Divorced,Sales,Unmarried,White,Female,0.0,0.0,48.0,United-States,0
36.0,Self-emp-not-inc,150371.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
32.0,Private,183356.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,0
33.0,Self-emp-not-inc,175502.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,0
41.0,Private,184846.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
44.0,Private,160829.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,20.0,United-States,1
23.0,Private,69911.0,Preschool,1.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,15.0,United-States,0
41.0,Federal-gov,219155.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,India,1
45.0,Private,289230.0,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,48.0,United-States,1
36.0,Private,306646.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,1
28.0,Private,375655.0,Bachelors,13.0,Never-married,Sales,Unmarried,White,Male,0.0,0.0,50.0,United-States,0
57.0,Federal-gov,313929.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,0
45.0,Private,170099.0,Some-college,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
44.0,Private,169980.0,11th,7.0,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,60.0,United-States,0
31.0,Private,77143.0,12th,8.0,Separated,Transport-moving,Unmarried,Black,Male,0.0,0.0,40.0,United-States,0
30.0,Private,340917.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
30.0,Private,425627.0,Some-college,10.0,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,40.0,Mexico,0
63.0,Local-gov,379940.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1
42.0,Private,152676.0,7th-8th,4.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,Puerto-Rico,0
23.0,Private,419554.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,54.0,United-States,0
60.0,Self-emp-not-inc,52900.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,42.0,United-States,1
57.0,Local-gov,190561.0,HS-grad,9.0,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0.0,0.0,30.0,United-States,0
45.0,Private,142287.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1
25.0,Local-gov,249214.0,Some-college,10.0,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0
82.0,Private,132870.0,HS-grad,9.0,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,4356.0,18.0,United-States,0
21.0,Private,131811.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,0
22.0,Private,427686.0,10th,6.0,Divorced,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,0
20.0,Federal-gov,340217.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,0
39.0,Private,158956.0,Some-college,10.0,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0
36.0,Private,178487.0,HS-grad,9.0,Divorced,Transport-moving,Own-child,White,Male,0.0,0.0,60.0,United-States,0
42.0,Self-emp-inc,1097453.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,1
20.0,Private,214387.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,0
29.0,Private,237865.0,Masters,14.0,Never-married,Transport-moving,Own-child,Black,Male,0.0,0.0,40.0,United-States,0
31.0,Private,187560.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,40.0,United-States,1
36.0,Private,231037.0,7th-8th,4.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0
76.0,Private,124191.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1
62.0,Private,123411.0,7th-8th,4.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,53.0,United-States,0
28.0,Private,22422.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
72.0,Private,56559.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,12.0,United-States,0
45.0,Private,185397.0,Assoc-acdm,12.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
43.0,Federal-gov,72887.0,Bachelors,13.0,Married-spouse-absent,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,0
47.0,Private,209320.0,HS-grad,9.0,Separated,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
28.0,Private,150025.0,9th,5.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,nan,1
42.0,Private,213464.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
43.0,Self-emp-inc,170785.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,0
57.0,Self-emp-not-inc,50990.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,30.0,United-States,0
49.0,State-gov,354529.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
30.0,Private,113364.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,Poland,0
19.0,Self-emp-not-inc,137578.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,53.0,United-States,0
34.0,Private,118551.0,Bachelors,13.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,35.0,United-States,0
44.0,Private,104440.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1
53.0,Private,146378.0,5th-6th,3.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
34.0,Private,69251.0,Some-college,10.0,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,0
18.0,Private,334427.0,10th,6.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,36.0,United-States,0
20.0,Private,38001.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20.0,United-States,0
39.0,Private,139703.0,HS-grad,9.0,Married-spouse-absent,Sales,Unmarried,Black,Female,0.0,0.0,28.0,Jamaica,0
33.0,State-gov,31703.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States,0
67.0,Self-emp-inc,116986.0,12th,8.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,20.0,United-States,0
23.0,Private,70261.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,30.0,United-States,0
56.0,Private,156052.0,HS-grad,9.0,Widowed,Other-service,Unmarried,Black,Female,594.0,0.0,20.0,United-States,0
47.0,Private,144351.0,HS-grad,9.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,625.0,40.0,United-States,0
55.0,Private,194290.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
30.0,Private,185336.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,37.0,United-States,0
36.0,Private,70282.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0
24.0,Local-gov,387108.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,Black,Male,0.0,0.0,40.0,United-States,0
34.0,Private,338416.0,10th,6.0,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0.0,0.0,60.0,United-States,0
50.0,Private,164198.0,Assoc-acdm,12.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,15024.0,0.0,45.0,United-States,1
43.0,State-gov,28451.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,37.0,United-States,1
28.0,Private,336951.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1
61.0,Self-emp-not-inc,84409.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1
33.0,Private,100882.0,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1
49.0,Private,32212.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,43.0,United-States,0
60.0,Private,198727.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,30.0,United-States,0
66.0,Private,185336.0,HS-grad,9.0,Widowed,Sales,Other-relative,White,Female,0.0,0.0,35.0,United-States,0
32.0,Private,317378.0,Bachelors,13.0,Never-married,Exec-managerial,Own-child,White,Female,10520.0,0.0,40.0,United-States,1
27.0,Private,160731.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,0
24.0,Private,228613.0,11th,7.0,Never-married,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
58.0,Private,306233.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,15024.0,0.0,40.0,United-States,1
31.0,Private,162160.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,47.0,United-States,0
39.0,Private,181661.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,0
65.0,Private,155261.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1
45.0,Private,229967.0,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Male,13550.0,0.0,50.0,United-States,1
45.0,Private,188950.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1
49.0,Private,233639.0,11th,7.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,50.0,United-States,0
37.0,Local-gov,593246.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,50.0,United-States,1
66.0,Self-emp-not-inc,427422.0,Doctorate,16.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,2377.0,25.0,United-States,1
46.0,Private,271828.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1
63.0,Self-emp-inc,80572.0,Bachelors,13.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,1
29.0,Private,119004.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,2179.0,40.0,United-States,0
19.0,Private,418176.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,32.0,United-States,0
30.0,Private,160784.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States,0
31.0,Private,110554.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,4386.0,0.0,40.0,United-States,1
43.0,Local-gov,144778.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,nan,0
19.0,Private,111232.0,HS-grad,9.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,0
53.0,Self-emp-not-inc,105478.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2415.0,40.0,United-States,1
26.0,Private,202091.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,0
22.0,Private,147397.0,Bachelors,13.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,20.0,United-States,0
31.0,Private,109055.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,3137.0,0.0,45.0,United-States,0
63.0,nan,445168.0,Bachelors,13.0,Widowed,nan,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,56.0,United-States,0
39.0,Private,97136.0,HS-grad,9.0,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0
33.0,Private,113326.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,0
22.0,Private,124971.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
23.0,Private,185554.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,0
59.0,Self-emp-not-inc,136413.0,7th-8th,4.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,48.0,United-States,0
36.0,Private,154669.0,Bachelors,13.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,55.0,United-States,0
57.0,Private,210496.0,10th,6.0,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
37.0,Private,112271.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1
25.0,Private,64671.0,HS-grad,9.0,Divorced,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,0.0,0.0,40.0,Philippines,0
24.0,Private,182276.0,HS-grad,9.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,25.0,United-States,0
36.0,Private,182074.0,HS-grad,9.0,Never-married,Adm-clerical,Other-relative,White,Male,0.0,0.0,40.0,United-States,0
33.0,Private,164748.0,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,0
19.0,Self-emp-not-inc,67929.0,Some-college,10.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,50.0,United-States,0
49.0,Private,360491.0,HS-grad,9.0,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
43.0,Private,133584.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
59.0,Private,188041.0,HS-grad,9.0,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,0
79.0,Private,266119.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,0
73.0,nan,191394.0,Prof-school,15.0,Married-civ-spouse,nan,Husband,White,Male,0.0,0.0,40.0,United-States,0
22.0,Private,151790.0,Some-college,10.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,30.0,Germany,0
28.0,Private,92262.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
44.0,Private,179136.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
27.0,Private,209205.0,Bachelors,13.0,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,40.0,United-States,0
35.0,Private,116541.0,Masters,14.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,44.0,United-States,1
23.0,Private,147548.0,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,30.0,United-States,0
45.0,Federal-gov,155659.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1
26.0,State-gov,141838.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,40.0,United-States,1
39.0,Private,176186.0,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States,1
61.0,nan,229744.0,1st-4th,2.0,Married-civ-spouse,nan,Husband,White,Male,3942.0,0.0,20.0,Mexico,0
28.0,Private,328923.0,HS-grad,9.0,Never-married,Adm-clerical,Other-relative,White,Female,0.0,0.0,38.0,United-States,0
60.0,Private,162347.0,Prof-school,15.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,40.0,United-States,1
45.0,Self-emp-not-inc,26781.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,0
30.0,Private,189759.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
43.0,Federal-gov,195897.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,7298.0,0.0,40.0,United-States,1
29.0,Private,102345.0,Assoc-voc,11.0,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
