longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-121.19,38.66,26.0,7.069343,1.0437956,769.0,2.8065693,6.1185,1.792
-124.26,40.58,52.0,6.00813,1.0677507,907.0,2.4579945,2.3571,1.114
-116.95,32.84,31.0,5.6580086,1.060606,752.0,3.2554111,3.4286,1.294
-122.38,37.34,33.0,6.5465837,1.2981366,400.0,2.484472,7.7773,4.563
-118.36,34.18,34.0,3.810881,1.0958549,995.0,2.5777202,2.9583,1.887
-122.28,37.81,35.0,5.6094675,1.0887574,467.0,2.7633135,1.8088,1.188
-122.42,37.74,52.0,4.518868,1.018868,889.0,2.096698,4.0391,2.799
-122.43,37.74,52.0,5.4201956,1.0635179,1260.0,2.0521173,4.7437,3.31
-118.04,33.97,29.0,3.4941177,1.0294118,1968.0,2.8941176,2.6082,1.625
-118.05,33.99,38.0,4.535014,1.0616246,886.0,2.4817927,3.7328,1.824
-118.97,37.64,14.0,18.84694,4.479592,238.0,2.4285715,3.6042,1.375
-118.47,34.05,22.0,4.6520963,1.0642284,2048.0,1.8269402,4.7009,5.00001
-118.07,33.85,16.0,6.68617,1.0744681,2196.0,3.893617,7.0113,3.197
-121.3,38.66,32.0,6.420705,1.0837004,1292.0,2.845815,3.3188,1.171
-118.27,33.94,43.0,3.85,1.0117648,1182.0,3.4764705,1.6625,0.887
-117.04,32.65,8.0,8.315392,1.3229462,3159.0,2.983003,4.2155,2.478
-121.89,37.21,14.0,8.288236,1.025,2281.0,3.3544118,8.4262,4.592
-120.54,38.07,37.0,5.257143,1.0571429,339.0,2.4214287,2.2875,0.799
-118.36,33.98,45.0,4.5718474,0.89442813,891.0,2.612903,4.4038,2.594
-121.76,41.5,31.0,12.808511,3.255319,112.0,2.3829787,1.0667,0.342
-118.23,34.15,26.0,3.4140787,1.0807453,1332.0,2.7577639,3.1004,2.571
-121.75,39.88,16.0,6.3853006,1.2449889,1203.0,2.6792872,2.7143,0.953
-121.75,38.55,26.0,5.113951,1.0117146,2199.0,2.3418531,3.7452,2.277
-118.23,34.15,19.0,3.3735294,1.0529412,1686.0,2.4794118,3.0288,2.583
-122.13,37.67,40.0,5.5141954,1.0031545,914.0,2.8832808,3.8676,1.84
-123.26,41.86,25.0,5.5283017,1.254717,1117.0,2.634434,2.7222,0.646
-118.21,33.97,52.0,4.730942,1.0179372,3731.0,4.1827354,3.1901,1.676
-120.84,37.5,47.0,5.167785,1.082774,1126.0,2.5190156,2.2083,0.973
-118.29,34.02,26.0,3.5924597,1.0448833,2044.0,3.669659,1.1563,1.188
-120.98,38.99,17.0,5.471061,1.062701,1540.0,2.4758842,3.6354,1.629
-119.32,36.21,29.0,4.9593496,0.9430894,619.0,2.5162601,3.3125,0.783
-122.28,37.96,35.0,5.9810605,0.92045456,734.0,2.780303,5.5,2.01
-117.76,33.88,9.0,6.961151,1.0920863,2090.0,3.0071943,6.6536,3.078
-118.27,33.93,38.0,4.4106383,1.0638298,1657.0,3.525532,1.2098,0.884
-118.45,33.8,31.0,8.32409,0.9965338,1490.0,2.5823224,11.9993,5.00001
-117.91,34.07,33.0,5.351548,1.021858,1519.0,2.7668488,4.5594,2.042
-121.96,37.52,26.0,5.737057,1.0095367,2352.0,3.2043598,5.2396,2.239
-121.37,38.6,36.0,7.46,0.96,414.0,2.76,5.8336,2.833
-118.4,34.02,19.0,3.4034514,1.0872202,3870.0,1.8050373,3.116,3.0
-116.88,33.02,16.0,6.0567107,1.0226843,1818.0,3.436673,5.2596,1.715
-117.98,34.03,21.0,4.8012047,0.97590363,484.0,2.9156628,2.625,1.911
-118.2,33.81,43.0,5.695652,1.0850662,1525.0,2.8827977,4.95,1.94
-117.18,32.77,16.0,3.3673759,1.106383,913.0,1.2950355,2.7386,0.875
-118.57,34.17,31.0,5.462185,1.0728291,870.0,2.4369748,3.1875,5.00001
-118.28,34.05,41.0,1.7508143,0.9723127,2260.0,3.6807818,1.3,1.625
-121.94,37.27,23.0,4.008299,1.1452283,997.0,2.0684648,3.662,2.119
-120.08,39.23,19.0,16.788462,2.9423077,251.0,2.4134614,4.8182,1.469
-118.41,34.25,36.0,4.2132354,0.9522059,1173.0,4.3125,3.6016,1.538
-122.73,38.44,28.0,4.5084033,1.0126051,652.0,2.7394958,2.4,1.462
-117.09,32.69,20.0,5.078341,0.9447005,852.0,3.9262674,3.1833,1.083
-118.34,33.98,40.0,3.875,0.9669118,1922.0,3.5330882,3.163,1.378
-117.11,32.74,33.0,4.6721992,1.1078838,621.0,2.5767634,3.2422,1.231
-118.38,34.1,39.0,7.234286,1.1161904,975.0,1.8571428,9.3092,5.00001
-117.93,33.67,27.0,7.3014555,0.98128897,1391.0,2.891892,8.1001,3.365
-117.16,32.74,52.0,3.4216866,1.0522088,389.0,1.562249,2.6042,2.25
-118.36,33.89,40.0,5.8153844,0.93846154,371.0,2.853846,5.0299,3.292
-118.29,34.26,33.0,5.1911764,1.1650326,1845.0,3.014706,4.008,1.911
-117.52,33.88,21.0,4.3757577,1.0787879,770.0,4.6666665,2.5656,1.025
-119.78,36.37,41.0,5.691781,1.020548,443.0,3.0342467,3.1406,1.0
-118.3,33.95,35.0,4.1766787,1.0777385,977.0,3.4522967,1.5898,0.94
-118.2,34.06,46.0,3.4318182,0.9015151,533.0,4.037879,2.2961,1.125
-121.48,38.59,43.0,4.164557,1.0126582,1253.0,5.2869196,0.9204,0.821
-118.32,33.91,33.0,5.0261626,1.1511627,1073.0,3.1191862,4.2083,1.805
-121.99,38.53,6.0,5.6625614,1.0270936,2561.0,3.153941,3.4186,1.273
-117.96,33.66,19.0,8.127572,1.0205761,2302.0,3.1577504,7.5699,3.333
-120.37,36.15,34.0,6.0057635,0.9769452,868.0,2.501441,4.381,0.863
-120.15,39.2,14.0,20.939394,3.6666667,141.0,2.1363637,4.1016,2.833
-118.28,33.82,30.0,4.807181,1.0106384,2813.0,3.7406914,5.3849,2.177
-121.9,37.24,24.0,5.706373,1.0349014,3970.0,3.0121396,4.4004,2.558
-119.82,36.75,41.0,4.798122,0.98122066,741.0,3.4788733,2.0781,0.488
-117.13,32.91,16.0,5.607639,1.0052084,1825.0,3.1684027,4.2969,1.512
-122.44,37.77,52.0,4.9089637,1.0434173,1374.0,1.9243697,4.3667,5.00001
-117.32,34.08,46.0,5.360656,1.1311475,576.0,2.3606558,3.1875,0.84
-122.25,37.83,35.0,3.822275,1.014218,675.0,1.599526,3.4722,2.431
-117.28,33.28,13.0,6.5223403,1.106383,4049.0,4.307447,3.8156,1.507
-121.44,39.5,26.0,5.657534,1.1130137,790.0,2.7054794,3.0446,0.908
-118.62,34.22,33.0,5.6608996,0.9515571,866.0,2.9965398,5.6356,2.413
-118.42,34.27,37.0,4.2845187,1.0292886,1371.0,5.7364016,3.225,1.475
-122.03,37.3,30.0,4.8814936,0.89935064,1551.0,2.517857,5.8521,3.263
-122.29,38.4,28.0,6.550162,1.1003237,844.0,2.7313917,4.7833,3.611
-117.74,33.61,16.0,5.0421247,1.0549451,857.0,1.5695971,3.7422,2.298
-118.14,33.97,29.0,3.496212,1.0037879,2576.0,4.878788,2.63,1.56
-117.93,34.03,30.0,5.211137,1.0348028,1837.0,4.262181,4.7917,1.645
-117.77,34.07,36.0,4.645469,1.036566,2392.0,3.8028617,2.8661,1.24
-118.35,33.89,30.0,4.1868134,1.0952381,776.0,2.842491,4.2829,2.4
-117.93,33.83,32.0,4.703412,1.0787401,1131.0,2.968504,2.4942,1.863
-116.91,34.0,18.0,6.743902,1.2195122,215.0,2.621951,5.5,1.938
-118.23,34.65,17.0,5.4537315,1.038806,766.0,2.2865672,3.5673,1.363
-117.24,33.04,13.0,5.6601944,1.0728155,1412.0,2.2847896,3.212,1.476
-119.8,34.43,27.0,5.514035,0.94210523,1760.0,3.0877192,4.6957,2.715
-121.28,38.64,19.0,5.5583205,1.0404354,1373.0,2.1353033,3.6298,2.421
-117.37,33.99,44.0,4.168182,1.0181818,666.0,3.0272727,1.685,1.142
-117.74,34.03,27.0,4.80504,1.0729443,3712.0,4.923077,3.4609,1.233
-122.01,37.97,32.0,5.8828125,1.0292969,1288.0,2.515625,3.6449,2.115
-117.24,32.75,36.0,4.4615383,1.1418269,822.0,1.9759616,2.3042,2.206
-117.13,32.7,48.0,3.4025974,0.995671,917.0,3.969697,1.875,0.756
-117.14,33.94,5.0,8.579226,1.125,1947.0,3.4278169,6.3223,2.232
-121.85,37.26,16.0,6.673401,0.94276094,1030.0,3.4680135,6.4339,2.892
-121.34,37.99,14.0,5.9257145,0.94857144,1178.0,2.2438095,6.556,2.347
-122.03,37.29,22.0,7.3364706,1.0305883,1147.0,2.6988235,10.3653,5.00001
-117.86,33.62,17.0,7.4748745,0.9321608,1247.0,3.1331658,10.1989,5.00001
-120.57,35.12,39.0,5.2239747,1.0504732,866.0,2.731861,2.8824,1.952
-118.31,33.84,5.0,4.482368,1.0944585,2965.0,3.734257,2.6491,2.167
-117.72,33.61,26.0,4.542808,1.0633562,774.0,1.3253424,2.49,0.811
-117.65,33.53,7.0,10.005874,1.1527166,2175.0,3.1938326,10.49,5.00001
-115.48,32.68,15.0,5.488746,1.0707395,2097.0,3.3713827,2.3319,0.912
-118.49,34.24,34.0,6.4201956,1.029316,917.0,2.9869707,6.0965,2.623
-119.18,34.26,22.0,6.429752,0.9889807,1298.0,3.5757575,5.5275,2.289
-122.08,37.4,52.0,3.9081633,1.0357143,448.0,2.2857144,2.5208,3.167
-119.69,36.83,8.0,6.083871,1.2193549,475.0,3.064516,4.9327,0.895
-120.17,39.32,14.0,6.838983,1.3813559,1000.0,2.8248587,3.5652,1.198
-117.46,34.07,19.0,4.91433,0.89096576,2482.0,3.8660436,2.9973,1.134
-117.06,32.79,21.0,8.286652,1.0765865,1246.0,2.726477,9.6023,3.913
-119.06,34.35,34.0,3.844691,1.0237718,2116.0,3.3534074,2.0682,1.583
-122.62,38.92,13.0,4.7706423,1.0550458,249.0,2.2844036,1.8417,0.847
-121.43,38.53,36.0,5.3333335,1.0537634,846.0,3.032258,3.1208,0.827
-121.77,36.71,18.0,5.081601,1.073903,3562.0,2.7421093,3.512,1.748
-121.76,37.26,17.0,4.901961,1.0196079,141.0,2.764706,4.6458,5.00001
-121.98,37.28,26.0,3.862745,1.0098039,620.0,2.0261438,3.3922,2.691
-118.37,34.04,43.0,5.5155277,1.0559006,514.0,3.1925466,3.1827,2.028
-117.47,33.91,21.0,5.218236,1.1360239,1920.0,2.869955,2.2241,1.273
-118.4,33.86,41.0,4.2772465,1.1414914,938.0,1.793499,4.7105,5.00001
-122.08,37.38,36.0,6.0251255,0.99497485,485.0,2.437186,5.0796,3.734
-117.09,32.61,23.0,3.6964855,0.98722047,640.0,2.0447285,2.1548,1.188
-117.9,34.53,8.0,5.6284328,1.0452342,2169.0,3.5040388,3.9766,1.358
-117.76,33.53,24.0,6.3403616,1.0421686,712.0,2.1445782,10.6349,5.00001
-117.46,34.06,24.0,6.508046,1.0988506,1582.0,3.6367817,4.3397,1.956
-120.61,37.32,18.0,6.22236,1.0260869,2497.0,3.1018634,4.25,1.463
-118.41,34.21,35.0,5.4007635,0.9885496,1577.0,3.009542,5.35,2.105
-117.84,33.76,22.0,4.6666665,0.962963,196.0,2.419753,3.6806,2.194
-121.78,37.34,21.0,6.53,0.97333336,891.0,2.97,7.375,3.384
-118.43,34.23,37.0,4.8792133,1.0365169,1061.0,2.9803371,3.9615,1.737
-117.91,33.81,18.0,3.4735293,1.0382353,781.0,2.2970588,2.5625,1.531
-118.07,33.81,22.0,7.366848,0.95652175,1305.0,3.5461957,8.5407,3.988
-118.05,33.78,18.0,7.5198236,0.95594716,1272.0,2.801762,8.7015,3.909
-121.9,37.33,11.0,3.7188406,1.1304348,718.0,2.0811594,4.226,1.667
-118.21,33.88,29.0,5.3261456,1.1967655,1254.0,3.380054,2.1782,1.268
-121.11,35.52,9.0,6.218107,1.2572017,2239.0,2.303498,3.24,2.646
-116.99,33.99,22.0,6.828756,1.0630049,1849.0,2.987076,4.7356,1.959
-118.29,34.01,30.0,2.934322,1.0974576,1730.0,3.6652544,1.0539,1.425
-121.46,38.57,52.0,4.24282,1.0939947,614.0,1.6031332,2.0549,1.567
-121.52,39.5,33.0,6.3290043,1.04329,569.0,2.4632034,3.2833,0.826
-120.2,34.63,14.0,5.4241805,1.0553279,1487.0,3.047131,4.4519,2.279
-121.95,37.38,22.0,4.346591,1.125,390.0,2.215909,3.1812,0.875
-118.33,33.69,41.0,5.7967916,0.95454544,1171.0,3.131016,4.7216,3.119
-120.69,35.65,14.0,4.3806534,1.1168342,2352.0,2.954774,1.6303,1.449
-118.38,33.89,35.0,5.698718,1.0576923,732.0,2.3461537,6.5745,3.793
-120.96,37.64,36.0,4.285714,0.85714287,51.0,3.642857,3.625,0.675
-117.83,34.1,18.0,5.7337494,1.0286012,5407.0,2.8117526,4.075,2.311
-119.12,35.39,13.0,6.7593584,1.0802139,552.0,2.9518716,4.5903,0.943
-116.91,32.81,22.0,6.622324,0.9740061,1952.0,2.9847095,5.4834,2.32
-118.36,34.2,14.0,3.3595707,1.09839,1874.0,3.352415,2.5267,2.318
-117.9,33.88,34.0,5.348659,0.93869734,661.0,2.532567,4.675,2.154
-117.91,33.88,34.0,6.3827586,1.0034482,784.0,2.7034483,5.2336,2.356
-117.07,33.04,4.0,5.808184,1.4782609,926.0,2.3682864,3.6437,2.101
-122.16,37.73,49.0,4.412987,1.0597403,768.0,1.9948052,2.8301,1.716
-122.06,37.37,32.0,4.3201375,0.9948365,1160.0,1.9965577,4.9087,3.227
-122.56,40.75,20.0,5.6285715,1.1904762,512.0,2.4380953,1.7935,0.745
-117.78,34.07,18.0,4.718954,1.0091504,2899.0,3.7895424,3.9784,1.135
-123.84,40.28,28.0,6.413242,1.3812785,1093.0,2.4954338,2.0962,0.74
-122.64,38.87,16.0,5.9145727,1.2060301,519.0,2.60804,1.5739,0.735
-121.78,38.66,18.0,6.5897036,0.9859594,1907.0,2.975039,4.8226,1.399
-121.3,38.74,41.0,4.561001,1.0834203,2387.0,2.489051,2.3611,0.879
-119.56,36.71,37.0,4.6773257,1.0872093,1173.0,3.4098837,2.181,0.599
-118.21,34.03,47.0,3.7922077,0.987013,872.0,3.7748919,2.2656,1.45
-120.86,37.49,37.0,4.59322,1.148305,893.0,3.7838984,1.6213,0.695
-120.69,37.59,27.0,5.2702703,1.0225226,660.0,2.9729729,2.3906,0.818
-119.02,35.44,29.0,5.720268,1.0569514,1527.0,2.5577888,4.0125,0.844
-118.03,33.97,39.0,4.9099307,1.0023094,1103.0,2.5473442,3.2852,1.962
-120.18,39.17,18.0,10.447853,2.2085888,354.0,2.1717792,3.6563,1.469
-122.44,37.77,52.0,4.7867923,1.054717,849.0,1.6018867,5.1788,4.769
-122.46,37.79,52.0,5.6320224,1.008427,847.0,2.3792136,4.1029,5.00001
-117.89,34.11,27.0,4.8875504,1.0742972,1623.0,3.259036,3.6875,1.402
-118.56,34.24,23.0,7.883598,0.95767194,1208.0,3.1957672,8.1714,5.00001
-117.1,32.75,11.0,3.3656821,1.0210971,1905.0,2.6793249,1.3448,0.913
-122.23,37.8,52.0,4.429194,1.0588236,787.0,1.714597,3.1603,2.695
-121.46,38.56,52.0,5.124294,1.0169492,479.0,2.7062147,2.2125,1.04
-121.43,38.46,18.0,5.259542,0.89694655,818.0,3.1221373,4.0625,1.003
-118.63,34.18,33.0,7.1945205,1.0410959,2041.0,2.7958903,6.7977,3.897
-121.53,38.57,34.0,5.414673,0.94417864,1518.0,2.4210527,4.0833,1.185
-118.23,33.84,25.0,5.1203704,0.9583333,888.0,4.111111,5.3307,2.07
-124.16,40.6,39.0,4.527397,0.9691781,642.0,2.19863,2.4519,0.851
-118.25,33.93,38.0,3.2142856,0.76785713,246.0,4.392857,2.85,0.9
-117.25,33.2,10.0,4.352442,1.0042462,1302.0,2.764331,2.7961,1.313
-117.97,34.06,31.0,5.062374,1.0583501,2194.0,4.414487,3.2413,1.555
-121.79,38.67,30.0,6.424691,0.99012345,981.0,2.4222221,4.7222,1.672
-118.04,33.72,15.0,3.8490567,1.0272536,942.0,1.9748428,4.0238,1.825
-117.96,33.67,16.0,8.073783,1.0235479,2209.0,3.4678178,7.0173,3.821
-118.51,34.14,28.0,7.7031965,1.0319635,2431.0,2.775114,12.8879,5.00001
-116.86,34.23,13.0,36.060608,7.1060605,309.0,2.340909,5.4618,1.478
-117.86,34.13,33.0,5.6603327,1.0166271,1269.0,3.0142517,4.636,2.455
-118.28,34.07,41.0,3.4140127,1.0541401,1111.0,3.5382166,1.9233,2.071
-118.26,34.07,52.0,3.0698466,1.044293,2382.0,4.0579214,1.8438,1.859
-121.2,37.83,18.0,6.0765123,1.0320284,1912.0,3.4021351,4.4423,1.614
-122.05,37.95,20.0,4.5772357,0.8699187,246.0,2.0,5.4482,1.908
-120.52,35.24,5.0,6.0868964,1.1089655,2003.0,2.7627587,5.0267,2.533
-118.28,34.0,44.0,4.049155,1.1136713,2182.0,3.3517666,1.432,1.24
-121.29,38.14,34.0,5.319149,1.1950355,674.0,2.390071,2.515,1.108
-119.17,34.29,18.0,5.782353,1.0647058,1896.0,2.7882352,5.2953,2.794
-118.28,33.92,37.0,5.1527777,1.0486112,729.0,5.0625,3.055,1.054
-121.37,38.66,9.0,4.140442,1.013004,1929.0,2.5084527,2.3844,0.86
-117.33,33.98,52.0,4.7233334,1.1766666,881.0,2.9366667,1.9531,1.625
-118.29,33.94,47.0,5.4164133,1.0273557,1003.0,3.0486321,2.5398,1.057
-118.29,34.36,34.0,7.397059,1.4558823,275.0,4.0441175,4.5491,3.75
-119.1,35.79,19.0,4.3485575,1.1466346,2051.0,4.9302883,1.8144,0.498
-120.51,40.41,36.0,5.142857,1.1428572,4198.0,599.7143,5.5179,0.675
-118.09,34.04,18.0,4.3730407,1.072884,3842.0,3.0109718,3.6512,1.685
-122.11,37.88,37.0,6.608911,1.0132014,1602.0,2.6435645,6.4666,3.482
-121.56,39.53,12.0,4.175904,1.0144578,1861.0,4.4843373,1.5771,0.652
-121.27,38.44,19.0,6.881188,1.0247525,1320.0,3.2673268,5.8831,2.099
-118.33,34.15,39.0,3.5724638,1.2173913,259.0,1.8768116,2.3667,0.175
-122.91,39.18,43.0,3.2962964,0.6666667,86.0,3.1851852,2.0208,0.725
-121.33,38.66,15.0,5.3435206,1.1100245,1842.0,2.2518337,2.7797,1.055
-122.23,37.79,49.0,5.365297,0.99086756,859.0,3.9223745,2.293,1.063
-119.4,35.06,21.0,5.0295453,1.040909,1250.0,2.840909,2.9187,0.521
-118.05,33.73,25.0,5.2933617,0.9635974,1301.0,2.7858672,5.0699,2.661
-117.0,32.73,17.0,5.3492484,1.0106101,3424.0,3.0274093,3.7647,1.276
-118.35,34.04,45.0,4.713433,1.0656717,713.0,2.1283581,2.1711,1.792
-117.92,34.05,36.0,5.002232,0.93526787,1743.0,3.890625,4.6587,1.619
-118.09,33.99,35.0,4.539088,1.0407166,1923.0,3.1319218,3.5757,1.779
-122.7,38.99,18.0,11.209524,2.1333334,181.0,1.7238095,2.3558,1.347
-118.1,34.71,16.0,4.92327,1.0301887,1524.0,1.9169811,2.415,1.375
-117.82,33.88,15.0,6.519952,1.082225,2531.0,3.0604594,6.2185,2.803
-122.43,37.72,52.0,4.746459,1.0184135,2101.0,2.9759207,3.0107,2.42
-118.31,34.06,30.0,2.5533662,1.0418719,2535.0,2.0812807,1.6987,4.125
-118.68,34.27,26.0,6.450413,0.87603307,817.0,3.376033,5.477,2.091
-118.47,34.2,25.0,3.8410041,1.2359833,2723.0,2.278661,2.7118,2.817
-117.18,32.92,4.0,6.2813544,1.0936455,7560.0,3.160535,5.196,2.107
-122.73,38.43,29.0,4.0316267,1.0406626,1880.0,2.8313253,2.1864,1.432
-117.84,33.66,5.0,3.8888888,1.0,384.0,2.245614,4.5833,2.304
-121.96,38.34,15.0,7.958217,1.0389972,1325.0,3.6908078,6.0252,1.517
-117.89,33.66,33.0,4.911202,1.0724044,1621.0,2.2144809,4.1372,2.652
-115.54,32.99,23.0,3.7603092,0.9613402,1148.0,2.958763,1.5372,0.694
-121.89,37.28,32.0,6.198561,1.0316547,2002.0,2.8805757,4.1645,2.819
-122.4,40.58,43.0,5.2150536,1.0752689,747.0,2.6774194,2.7857,1.042
-116.68,33.71,21.0,13.568627,2.7882352,658.0,2.5803921,3.5882,1.611
-117.9,34.08,32.0,4.9077888,1.1199642,3426.0,3.0671442,3.2943,2.044
-118.43,34.28,30.0,4.5980067,1.0232558,2054.0,6.8239202,3.0132,1.426
-119.45,36.6,42.0,5.151515,0.8888889,247.0,2.4949496,2.5,0.73
-118.4,34.23,37.0,5.124088,0.9708029,889.0,3.2445254,4.0049,1.9
-117.08,33.82,6.0,6.34767,1.0501792,935.0,3.3512545,4.065,1.482
-122.29,37.81,46.0,3.3754513,1.0722022,582.0,2.101083,0.7286,0.952
-121.81,37.3,14.0,5.389049,1.0028819,1214.0,3.498559,4.9769,1.865
-118.24,33.97,38.0,3.7404063,1.0541761,2033.0,4.5891647,2.1429,1.185
-121.9,36.6,33.0,4.094842,1.0798669,1234.0,2.0532446,2.8727,2.25
-122.04,36.96,32.0,4.90785,1.0443686,802.0,2.7372015,4.1964,2.02
-115.56,32.79,18.0,2.7459207,1.020979,1377.0,3.2097902,1.3373,0.583
-118.18,33.98,24.0,3.107438,1.061157,2646.0,4.3735538,2.1836,1.62
-121.89,37.32,34.0,4.716279,1.144186,952.0,4.427907,2.8864,1.725
-122.1,37.97,18.0,6.696594,1.0139319,1753.0,2.7136223,5.6931,2.696
-119.85,36.8,14.0,6.0321546,1.0418006,1031.0,3.3151126,3.6563,0.888
-121.28,38.59,3.0,4.2090454,1.1417085,2081.0,2.0914574,3.0481,0.925
-118.1,34.13,47.0,8.592308,1.0615385,749.0,2.8807693,15.0001,5.00001
-122.28,41.38,15.0,5.9502826,1.1649717,2147.0,2.4259887,2.8036,1.101
-118.41,35.63,15.0,5.9010987,1.2557442,2310.0,2.3076923,2.3125,0.969
-119.54,38.51,14.0,5.3418803,1.1623932,721.0,3.0811965,2.35,0.957
-122.26,37.38,28.0,7.162338,1.0649351,415.0,2.6948051,7.8633,5.00001
-122.28,37.51,33.0,6.2338176,1.001321,1980.0,2.615588,6.1064,4.05
-122.4,37.77,52.0,2.1176472,0.9264706,1061.0,15.6029415,4.3958,2.25
-119.34,35.6,16.0,5.9104476,1.1529851,1011.0,3.772388,2.4961,0.588
-121.43,38.52,43.0,5.425974,1.0363636,955.0,2.4805195,2.5898,0.721
-118.19,34.05,37.0,5.453125,1.234375,276.0,4.3125,3.2125,1.25
-116.54,33.79,18.0,10.200217,1.936888,1678.0,1.8258977,3.9737,2.356
-121.89,37.42,26.0,5.714286,1.1428572,52.0,7.428571,7.7197,2.25
-121.93,37.32,52.0,3.2087913,1.0813187,1165.0,2.5604396,2.5833,1.675
-119.23,34.17,18.0,5.1,1.2314049,2164.0,1.7884297,3.6875,5.00001
-122.93,41.48,20.0,6.4969697,1.1954546,1800.0,2.7272727,2.723,0.796
-121.85,37.36,15.0,3.0356798,1.0761813,3556.0,3.4291224,3.0466,1.596
-117.68,34.0,5.0,5.8040123,0.89506173,2335.0,3.603395,5.7338,2.254
-119.02,35.35,38.0,5.219858,1.0815603,670.0,2.3758864,2.2407,0.76
-122.43,37.79,52.0,4.1842723,1.0469483,1377.0,1.6161972,3.8068,5.00001
-121.85,37.36,11.0,3.4744647,0.97528833,2744.0,4.520593,4.0452,2.059
-122.33,37.92,26.0,5.2527027,1.0527027,2512.0,3.3945947,2.2301,1.224
-117.76,34.04,36.0,5.01566,1.0022371,2052.0,4.590604,3.4464,1.13
-117.17,32.75,52.0,5.233831,1.1890547,381.0,1.8955224,3.0726,2.896
-116.79,32.84,12.0,5.937587,1.0901526,1891.0,2.6227462,3.5769,2.318
-117.07,33.03,15.0,6.221591,0.89772725,361.0,2.0511363,6.8099,3.282
-122.71,38.5,15.0,7.340702,1.0793238,2324.0,3.0221066,6.6104,3.309
-122.47,37.76,49.0,4.3858023,1.0339506,1396.0,2.154321,3.2679,3.457
-118.28,34.03,45.0,3.962185,1.2142857,953.0,4.004202,2.0673,1.516
-121.84,37.24,24.0,6.587799,1.0601814,4017.0,3.311624,5.4741,2.388
-118.39,34.05,42.0,7.1911764,0.99509805,577.0,2.8284314,6.6368,5.00001
-120.65,40.42,39.0,5.2173915,1.0499195,1467.0,2.3623188,2.1875,0.643
-117.12,32.8,31.0,5.005797,0.99130434,879.0,2.547826,3.8125,1.663
-122.07,37.4,16.0,4.5980797,1.1152264,1440.0,1.9753087,3.7359,2.625
-117.83,33.65,8.0,5.385965,1.0676692,950.0,2.3809524,4.1103,2.504
-117.87,33.75,18.0,3.1538463,1.1538461,812.0,3.6742082,2.6635,1.625
-122.08,37.64,36.0,5.403226,0.98790324,789.0,3.1814516,3.8,1.72
-118.28,33.96,37.0,4.0536914,1.1185682,1640.0,3.6689038,1.9348,0.991
-122.36,37.54,23.0,8.834286,1.0671428,2165.0,3.0928571,10.1675,5.00001
-122.49,37.98,34.0,7.218391,1.0229886,460.0,2.6436782,6.4271,4.517
-119.19,34.28,28.0,5.983333,0.97037035,1665.0,3.0833333,4.8583,2.242
-118.34,34.19,43.0,4.035294,0.9882353,613.0,2.4039216,2.6827,2.199
-118.32,33.9,37.0,4.0684595,0.9804401,1316.0,3.217604,3.0526,2.164
-120.97,37.43,27.0,5.2671757,1.0305344,810.0,3.091603,2.1875,1.375
-122.17,37.74,46.0,4.56,1.0044445,749.0,3.328889,3.0298,1.076
-119.84,36.78,24.0,4.1940494,1.0284605,2764.0,3.575679,1.3385,0.588
-117.85,33.78,23.0,3.7406104,1.0211267,1977.0,2.3204226,3.3939,2.121
-122.23,38.13,29.0,5.0579,1.063788,2459.0,2.41315,3.2664,1.429
-122.67,38.44,29.0,5.5942984,0.98245615,1165.0,2.5548246,4.3587,1.964
-121.89,37.34,43.0,3.3247664,1.0911216,1013.0,2.3668225,1.6708,2.042
-117.35,34.5,10.0,5.975138,1.082873,1174.0,3.243094,3.375,0.98
-122.5,37.74,44.0,5.57277,1.1643193,1087.0,2.5516431,3.5,2.757
-118.39,34.16,46.0,5.590106,0.9858657,603.0,2.130742,5.1169,4.143
-117.07,33.67,11.0,4.9421053,0.98421055,557.0,2.9315789,2.375,1.458
-118.19,33.93,44.0,4.7163744,1.0087719,1227.0,3.5877192,3.1667,1.457
-122.3,38.3,44.0,5.013587,1.0991848,1922.0,2.611413,2.6346,1.398
-119.83,34.45,24.0,5.923497,1.0191257,934.0,2.5519125,5.4197,2.809
-118.28,33.78,37.0,4.136519,1.0375427,1076.0,3.672355,3.2115,1.601
-117.96,33.68,24.0,5.4399,1.0676126,3441.0,2.872287,4.25,1.521
-117.7,33.57,9.0,4.109215,1.2116041,469.0,1.6006826,3.6196,1.199
-122.95,40.67,17.0,6.1900826,1.3677686,574.0,2.3719008,2.0268,0.942
-117.14,32.72,42.0,3.8280098,1.1253071,1227.0,3.014742,2.2804,1.391
-117.62,34.08,30.0,6.097778,1.0444444,1047.0,4.653333,3.1597,1.163
-119.84,36.8,19.0,4.569014,1.0929577,1463.0,2.0605633,2.0469,0.669
-119.29,36.28,23.0,6.054313,1.086262,749.0,2.3929713,2.2333,1.201
-121.2,37.78,4.0,2.0,1.0,79.0,2.724138,3.375,1.063
-121.43,37.74,40.0,4.880682,1.1136364,427.0,2.4261363,3.5789,1.104
-121.0,37.63,49.0,4.391863,1.0706638,1525.0,3.2655246,1.59,0.809
-118.28,34.01,52.0,2.8909092,1.12,1118.0,4.0654545,1.2175,1.313
-119.44,36.61,17.0,6.223577,1.1382114,775.0,3.1504066,3.9073,0.916
