issue_date,listing_date,condition,color_type,length(m),height(cm),X1,X2,pet_category,breed_category
1492646400.0,1500054480.0,1.0,Black,0.42,39.02,7,1,2,0
1399507200.0,1496231820.0,0.0,Tricolor,0.08,49.29,13,9,4,2
1422403200.0,1519842240.0,0.0,Tan,0.67,15.38,0,7,2,1
1491609600.0,1556703660.0,0.0,Black,0.56,17.46,18,4,4,2
1496275200.0,1530441960.0,0.0,Brown Brindle,0.48,40.04,13,9,2,1
1480896000.0,1530014040.0,1.0,Brown Brindle,0.4,19.16,0,7,2,0
1477353600.0,1542294720.0,0.0,Black,0.74,15.55,18,4,4,2
1499990400.0,1533282840.0,0.0,Brown,0.6,28.34,15,4,4,2
1494201600.0,1514640720.0,1.0,Orange Tabby,0.37,19.25,13,9,1,0
1160006400.0,1477657800.0,2.0,Black,0.8,33.75,9,2,2,1
1472947200.0,1479813720.0,2.0,Brown Tabby,0.84,18.7,0,1,1,1
1480204800.0,1490205240.0,0.0,Silver Tabby,0.67,24.41,7,1,1,1
1436745600.0,1471779120.0,2.0,Brown Tabby,0.14,22.04,16,9,1,1
1511568000.0,1524769140.0,1.0,Blue,0.85,17.94,0,1,2,0
1533945600.0,1542984660.0,1.0,Black,0.69,27.17,13,9,1,0
1226361600.0,1544796300.0,1.0,Black,0.64,33.8,7,1,2,0
1318723200.0,1552922100.0,0.0,Tan,0.75,42.77,0,7,2,1
1195516800.0,1542046920.0,1.0,Tricolor,0.45,24.67,0,7,2,0
1467936000.0,1483608720.0,0.0,Cream,0.66,31.78,13,9,2,1
1442793600.0,1476262800.0,2.0,Torbie,0.07,12.56,16,9,1,1
1469750400.0,1508490000.0,2.0,Brown,0.24,43.16,16,9,1,0
1499212800.0,1506690960.0,1.0,Brown Tabby,0.1,13.75,0,1,1,0
1485302400.0,1492628520.0,1.0,Black,0.73,32.89,0,1,2,0
1509062400.0,1519912800.0,0.0,Orange Tabby,0.82,21.11,7,1,1,1
1512172800.0,1534956000.0,0.0,Blue,0.57,23.47,0,7,2,1
1179014400.0,1496681640.0,0.0,Black,0.11,17.7,0,7,1,1
1373500800.0,1473861000.0,0.0,White,0.79,22.2,0,1,2,1
1493596800.0,1507127460.0,2.0,Torbie,0.83,44.2,13,9,1,1
1530835200.0,1546267980.0,2.0,Black,0.07,25.99,13,9,2,0
1311811200.0,1469708160.0,1.0,Black,0.95,7.26,0,7,2,0
1032825600.0,1539616740.0,1.0,White,0.92,41.98,0,1,1,0
1437436800.0,1474204980.0,0.0,Black,0.32,28.92,0,1,1,1
1537833600.0,1551615780.0,2.0,Blue Tabby,0.82,22.22,13,9,1,0
1507507200.0,1541442000.0,1.0,Brown Brindle,0.49,17.2,0,1,2,0
1491004800.0,1556815320.0,2.0,Black,0.51,8.43,0,7,2,1
1455840000.0,1521047460.0,0.0,White,0.57,19.58,0,1,2,1
1484611200.0,1502557560.0,0.0,Tricolor,0.65,36.84,0,1,0,2
1487116800.0,1510324860.0,0.0,Tricolor,0.26,47.44,13,9,2,1
1210464000.0,1527787800.0,1.0,Black,0.64,5.47,13,9,2,0
1410912000.0,1539885000.0,0.0,White,0.79,7.04,0,7,2,1
1376092800.0,1535728440.0,1.0,Tan,0.79,34.21,0,7,2,0
1501632000.0,1535829780.0,0.0,White,0.26,48.98,0,1,2,1
1244073600.0,1503674880.0,1.0,Black,0.11,42.39,0,1,1,0
1516320000.0,1523799720.0,1.0,Black,0.72,45.52,0,1,1,0
1478649600.0,1487250840.0,2.0,Black,0.22,34.94,13,9,1,0
1484611200.0,1510421640.0,1.0,Black,0.49,16.72,0,1,2,0
1491436800.0,1530192900.0,2.0,Brown,0.68,43.52,0,7,2,0
1500163200.0,1508439480.0,1.0,Black,0.59,34.32,7,1,1,0
1464048000.0,1536235200.0,0.0,Black,0.24,15.88,0,1,1,1
1453766400.0,1497542040.0,0.0,White,0.01,48.98,0,7,2,1
1468800000.0,1537896000.0,2.0,Blue,0.56,15.66,4,4,2,0
1547251200.0,1557341940.0,0.0,Gray,0.68,29.41,17,9,1,2
1524355200.0,1539715260.0,0.0,Brown,0.67,17.56,0,1,2,1
1498348800.0,1531672980.0,0.0,Red,0.31,49.44,15,4,4,2
1384041600.0,1518194880.0,1.0,Brown,0.41,47.77,0,1,2,0
1372982400.0,1521811680.0,1.0,Black,0.38,42.55,7,1,1,0
1418083200.0,1514648280.0,1.0,Black,0.4,40.81,18,4,2,0
1455667200.0,1536750780.0,1.0,Black Brindle,0.3,36.15,0,7,2,0
1530921600.0,1537549740.0,2.0,Chocolate Point,0.1,17.75,13,9,1,1
1439078400.0,1474031400.0,1.0,Orange,0.89,23.94,13,9,1,0
1499212800.0,1517226060.0,1.0,Black,0.48,18.12,0,1,2,0
1507939200.0,1509818400.0,0.0,Brown Tabby,0.45,21.12,0,3,1,2
1498003200.0,1531845840.0,2.0,White,0.55,30.57,10,2,4,0
1459900800.0,1536750420.0,2.0,White,0.29,46.1,13,9,2,1
1432598400.0,1499773680.0,1.0,Blue,0.19,8.62,0,7,2,0
1453680000.0,1550689980.0,2.0,Gray Tabby,0.59,7.46,17,9,1,0
1426982400.0,1492275780.0,2.0,White,0.19,16.01,18,4,1,0
1510963200.0,1544630820.0,0.0,Apricot,0.66,44.63,13,9,2,1
1473724800.0,1489168440.0,1.0,Black,0.81,14.28,0,1,2,0
1528675200.0,1536154440.0,2.0,Brown,0.39,38.64,0,1,2,0
1495411200.0,1534161900.0,0.0,Lynx Point,0.59,10.9,7,1,1,1
1475971200.0,1540890600.0,0.0,Brown,0.29,31.21,6,2,4,2
1480118400.0,1492611720.0,0.0,Black,0.58,19.62,0,1,1,1
1495324800.0,1529151000.0,0.0,Black,0.1,41.55,0,1,2,1
1500163200.0,1536150360.0,1.0,White,0.14,24.81,0,1,1,0
1445385600.0,1479233640.0,1.0,Tricolor,0.64,49.68,0,1,2,0
1503100800.0,1526558040.0,0.0,Torbie,0.71,24.38,0,1,1,1
1458172800.0,1523645160.0,2.0,Black,0.49,14.32,0,7,2,1
1464998400.0,1506712920.0,1.0,Brown Brindle,0.13,32.32,0,1,2,0
1448668800.0,1482519360.0,0.0,Red,0.4,16.8,0,1,2,1
1416960000.0,1544987040.0,0.0,White,0.65,26.11,0,7,2,1
1446595200.0,1474880400.0,2.0,Brown Tabby,0.59,10.43,16,9,1,1
1473120000.0,1521986160.0,0.0,Lynx Point,0.84,7.22,13,9,1,1
1501632000.0,1510424940.0,0.0,Tricolor,0.15,29.19,0,1,2,1
1532736000.0,1548263940.0,0.0,Gray,0.57,37.52,0,1,1,1
1523923200.0,1544809320.0,0.0,Brown Tabby,0.39,32.72,0,1,1,1
1315008000.0,1552758420.0,0.0,Blue,0.04,10.23,0,7,2,1
1419724800.0,1500829140.0,0.0,Brown Brindle,0.39,30.74,0,7,2,1
1451779200.0,1529170140.0,1.0,Brown Brindle,0.23,40.88,0,7,2,0
1441065600.0,1474557240.0,0.0,Blue,0.1,32.15,18,4,1,2
1450310400.0,1517326380.0,0.0,Blue,0.26,21.13,13,9,1,1
1545609600.0,1554534780.0,0.0,Calico,0.47,38.83,7,1,1,1
1357171200.0,1516870800.0,1.0,Orange Tabby,0.86,36.81,18,4,1,0
1499212800.0,1502277240.0,2.0,Brown Tabby,0.35,39.19,13,9,1,0
1479600000.0,1482429900.0,0.0,Black,0.94,10.39,13,9,1,2
1220486400.0,1507489320.0,0.0,Blue Tabby,0.3,33.56,0,7,1,1
1505001600.0,1538764140.0,0.0,Brown Tabby,0.65,40.88,17,9,1,1
1260662400.0,1498838880.0,0.0,Red,0.4,11.03,13,9,2,1
1509753600.0,1517680560.0,1.0,Brown Tabby,0.84,22.0,0,1,1,0
1492992000.0,1522767060.0,1.0,Brown Merle,0.17,19.75,0,1,2,0
1470528000.0,1478371860.0,1.0,Brown Tabby,1.0,41.47,0,1,1,0
1430524800.0,1498042500.0,0.0,Calico,0.6,34.85,0,1,1,1
1464134400.0,1490803500.0,0.0,Orange Tabby,0.79,26.87,0,1,1,1
1509148800.0,1521195660.0,2.0,Lynx Point,0.25,12.71,8,2,1,0
1283644800.0,1470158160.0,1.0,Brown,0.52,39.88,0,7,2,0
1259884800.0,1521796920.0,0.0,Black,0.49,46.9,7,1,2,1
1469750400.0,1504183800.0,0.0,White,0.46,43.45,0,1,2,1
1453593600.0,1519148220.0,0.0,Tan,0.91,22.62,0,1,2,1
1081036800.0,1524664260.0,2.0,White,0.79,15.16,0,7,2,0
1462233600.0,1483017300.0,2.0,Black,0.67,11.4,13,9,2,1
1467417600.0,1473515160.0,2.0,Torbie,0.1,8.63,13,9,1,1
1468627200.0,1471793340.0,0.0,Blue Tabby,0.86,49.7,13,9,1,2
1433808000.0,1498844160.0,0.0,Gray,0.82,19.62,15,4,4,2
1333670400.0,1551362940.0,1.0,Blue Merle,0.95,11.13,0,7,2,0
1515283200.0,1525514640.0,0.0,Torbie,0.59,25.18,7,1,1,1
1527292800.0,1529231220.0,0.0,White,0.42,43.82,6,2,4,2
1482969600.0,1548349380.0,1.0,Brown,0.21,39.05,0,1,2,0
1485907200.0,1539514620.0,1.0,Black,0.5,41.05,17,9,1,0
1493856000.0,1527975540.0,1.0,Brown,0.07,8.27,0,1,2,0
1467676800.0,1469545620.0,0.0,Calico,0.54,32.33,13,9,1,2
1503619200.0,1510849380.0,2.0,White,0.55,49.39,13,9,2,1
1458604800.0,1524314940.0,1.0,White,0.13,38.47,0,7,2,0
1433289600.0,1498912020.0,0.0,Tortie,0.79,44.6,16,9,1,1
1475625600.0,1546898700.0,2.0,Black,0.76,46.78,18,4,2,1
1476662400.0,1541579220.0,0.0,Black,0.89,48.63,15,4,4,2
1512172800.0,1527101520.0,1.0,White,0.26,10.22,0,1,2,0
1528502400.0,1551612960.0,2.0,Black,0.52,12.91,0,7,2,1
1444867200.0,1528720320.0,1.0,Blue Merle,0.1,20.07,0,7,2,0
1472601600.0,1537900560.0,1.0,Black,0.53,29.61,0,1,1,0
1499212800.0,1507914480.0,0.0,Torbie,0.85,27.11,7,1,1,1
1449360000.0,1546178040.0,1.0,White,0.31,47.53,13,9,2,0
1531267200.0,1541693400.0,0.0,Orange Tabby,0.68,26.42,0,1,1,1
1523923200.0,1544809320.0,0.0,Blue,0.05,44.1,0,1,1,1
1434585600.0,1499675460.0,0.0,Brown,0.16,16.23,0,2,4,2
1481155200.0,1488041160.0,2.0,Brown,0.69,21.95,18,4,4,1
1517961600.0,1524422760.0,0.0,Tan,0.29,37.9,0,1,2,1
1470268800.0,1477849440.0,2.0,Brown Tabby,0.64,6.29,0,1,1,0
1460592000.0,1483606800.0,0.0,Blue Tabby,0.69,35.71,16,9,1,1
1093132800.0,1473672720.0,0.0,Orange Tabby,0.71,22.72,18,4,1,1
1539302400.0,1556975520.0,2.0,Blue,0.08,25.65,0,7,2,1
1482278400.0,1490193240.0,1.0,Orange Tabby,0.84,37.92,7,1,1,0
1454025600.0,1487854740.0,2.0,Buff,0.49,37.69,13,9,2,0
1519603200.0,1540559040.0,1.0,Black,0.87,16.6,0,1,2,0
1277251200.0,1468768440.0,0.0,Brown Tabby,0.6,32.2,13,9,1,1
1502323200.0,1510851960.0,1.0,Black,0.51,5.6,7,1,1,0
1161388800.0,1523797860.0,1.0,Brown,0.45,25.36,0,1,2,0
1426809600.0,1539192600.0,0.0,White,0.9,7.58,0,7,2,1
1490918400.0,1518348780.0,2.0,Tan,0.88,21.23,0,7,2,1
1490227200.0,1521721140.0,0.0,White,0.87,9.78,0,1,4,1
1465257600.0,1478351280.0,0.0,White,0.81,7.7,0,1,1,1
1523318400.0,1530444120.0,1.0,Black,0.64,5.51,7,1,1,0
1387843200.0,1537795140.0,2.0,Blue,0.04,10.52,0,7,2,1
1343520000.0,1550603640.0,1.0,Blue,0.59,17.94,0,7,2,0
1446940800.0,1480874820.0,1.0,Brown Tabby,0.32,21.78,0,1,1,0
1437782400.0,1493558460.0,1.0,Black,0.78,49.82,0,1,1,0
1454284800.0,1554838260.0,1.0,Blue,0.32,28.89,0,1,1,0
1478736000.0,1484750220.0,2.0,Black,0.55,29.0,13,9,1,1
1389052800.0,1490291820.0,0.0,Black,0.82,27.15,0,1,2,1
1487203200.0,1518781320.0,0.0,Brown,0.98,46.59,0,7,2,1
1229817600.0,1484154480.0,2.0,Black,0.93,16.72,13,9,1,0
1500681600.0,1505672640.0,2.0,Blue,0.63,11.96,13,9,2,0
1532476800.0,1536192000.0,2.0,Orange Tabby,0.13,29.3,18,4,1,0
1357862400.0,1500052080.0,0.0,Brown Brindle,0.92,36.07,0,7,2,1
1476230400.0,1543072680.0,0.0,Blue,0.27,15.16,0,1,2,1
1528329600.0,1532861280.0,2.0,Blue Tabby,0.58,32.67,13,9,1,1
1459814400.0,1493281380.0,0.0,Red,0.59,13.83,15,4,4,2
1469232000.0,1539358500.0,0.0,White,0.04,18.81,7,1,2,1
1180396800.0,1512652740.0,0.0,Black,0.74,13.75,7,1,1,1
1413244800.0,1471022640.0,0.0,Black,0.36,17.13,0,7,2,1
1091923200.0,1474987440.0,1.0,Brown Tabby,0.93,22.12,13,9,1,0
1205798400.0,1485974460.0,0.0,Black,0.66,8.63,0,7,2,1
1505952000.0,1517218800.0,1.0,Blue Tabby,0.88,26.55,7,1,1,0
1480377600.0,1545236760.0,0.0,Brown,0.75,49.76,18,4,4,2
1435881600.0,1501183500.0,2.0,Black,0.89,27.21,13,9,2,0
1447286400.0,1480933620.0,0.0,Gray,0.5,33.64,15,4,4,2
1463011200.0,1497630000.0,0.0,Brown,0.11,43.27,13,9,2,1
1369440000.0,1497719580.0,0.0,Silver,0.62,14.18,0,7,2,1
1465689600.0,1528117800.0,1.0,Black,0.27,27.16,7,1,1,0
1499731200.0,1506175620.0,2.0,Orange Tabby,0.65,10.42,13,9,1,0
1259280000.0,1470231780.0,1.0,Brown,0.66,45.33,0,7,2,0
1344211200.0,1519989480.0,1.0,Brown,0.82,11.02,0,7,2,0
1508976000.0,1526471280.0,0.0,Black,0.82,38.9,15,4,4,2
1485043200.0,1528225320.0,0.0,White,0.47,21.14,0,7,2,1
1511395200.0,1523918700.0,1.0,Cream,0.23,47.84,0,1,1,0
1530057600.0,1546515000.0,2.0,Tan,0.04,36.43,18,4,2,1
1286496000.0,1489143900.0,1.0,Brown,0.66,36.09,0,7,2,0
1473379200.0,1507217520.0,1.0,Chocolate,0.69,11.02,0,1,2,0
1399939200.0,1528220700.0,1.0,Blue,0.89,40.67,0,1,2,0
1477958400.0,1490557260.0,1.0,Black,0.24,24.69,16,9,1,0
1524268800.0,1535814840.0,2.0,White,0.37,49.58,13,9,2,0
1391731200.0,1555083180.0,0.0,Buff,0.84,39.57,0,7,2,1
1492300800.0,1557254340.0,0.0,Black,0.28,29.1,0,7,1,1
1451347200.0,1548265440.0,0.0,Brown Brindle,0.08,33.91,0,1,2,1
1524700800.0,1534786440.0,0.0,Tricolor,0.83,13.07,0,1,2,1
1462320000.0,1523193300.0,0.0,Cream Tabby,0.48,33.95,0,1,1,1
1365033600.0,1509714960.0,0.0,Black,0.27,39.86,0,1,2,1
1063152000.0,1475328240.0,2.0,Red,0.65,33.22,0,7,2,0
1526601600.0,1544467380.0,2.0,Cream,1.0,25.56,0,7,2,1
1521158400.0,1554485340.0,2.0,Black,0.4,44.07,0,7,2,0
1269561600.0,1523883000.0,2.0,Black,0.42,16.45,0,7,2,0
1346198400.0,1509808380.0,1.0,Blue,0.99,34.82,0,1,2,0
1398556800.0,1553877480.0,1.0,Orange Tabby,0.77,40.5,0,1,1,0
1517270400.0,1552396140.0,1.0,Orange Tabby,0.18,21.89,0,1,1,0
1290297600.0,1481649720.0,2.0,Tan,0.94,38.48,0,7,2,1
1473638400.0,1482428220.0,0.0,Calico,0.22,38.3,7,1,1,1
1349568000.0,1477839600.0,1.0,Blue,0.52,30.82,13,9,1,0
1446163200.0,1554750780.0,0.0,Black,0.97,36.91,0,1,2,1
1485648000.0,1521470160.0,2.0,Black,0.25,7.64,0,7,2,0
1465430400.0,1480582800.0,2.0,Black,0.9,48.41,16,9,1,0
1465084800.0,1482829200.0,0.0,Black,0.98,48.37,16,9,1,2
1450483200.0,1483833600.0,2.0,Tan,0.35,28.67,6,2,2,0
1444089600.0,1477558800.0,2.0,Brown Tabby,0.15,33.33,16,9,1,1
1535241600.0,1545764340.0,1.0,Blue,0.99,17.72,0,1,2,0
1460073600.0,1511968440.0,1.0,White,0.87,33.7,0,7,2,0
1422230400.0,1487592180.0,0.0,Gray,0.82,19.44,0,1,2,1
1535155200.0,1538053500.0,2.0,Fawn,0.45,18.33,0,7,2,0
1456531200.0,1490281440.0,0.0,Brown,0.71,49.78,0,1,2,1
1546387200.0,1557514200.0,0.0,Black,0.35,15.16,0,1,1,1
1497052800.0,1531053720.0,1.0,Blue,0.81,43.25,0,1,2,0
1470441600.0,1504289760.0,1.0,Black,0.28,27.92,16,9,1,0
1513814400.0,1520444100.0,0.0,Black,0.4,30.08,0,1,2,1
1531612800.0,1556467620.0,0.0,White,0.95,35.51,13,9,2,1
1508371200.0,1525971000.0,0.0,Brown,0.19,13.6,18,4,4,2
1436054400.0,1469815500.0,1.0,White,0.7,6.09,0,1,2,0
1332979200.0,1484927100.0,0.0,Black,0.17,37.7,0,7,2,1
1533427200.0,1551265020.0,2.0,White,0.09,25.78,13,9,2,1
1487462400.0,1520846640.0,0.0,Black,0.58,45.05,16,9,1,1
1395273600.0,1492076220.0,1.0,Blue,0.81,26.9,18,4,1,0
1471305600.0,1488464100.0,1.0,Brown Tabby,0.22,49.34,0,1,1,0
1463097600.0,1496509680.0,1.0,White,0.64,43.6,0,7,2,0
1534982400.0,1538161140.0,2.0,Orange,0.49,21.9,13,9,1,0
1338076800.0,1534533120.0,0.0,Black,0.52,38.27,0,1,2,1
1539388800.0,1546955460.0,0.0,Brown,0.19,41.57,0,1,2,1
1451692800.0,1552496340.0,0.0,Black,0.45,44.32,0,1,2,1
1405209600.0,1502202000.0,0.0,Black,0.16,14.6,0,1,2,1
1423180800.0,1489165380.0,1.0,Blue,0.36,22.45,0,1,2,0
1368576000.0,1474633560.0,0.0,Blue,0.86,31.44,0,1,2,1
1437177600.0,1471716480.0,1.0,Cream,0.61,31.06,0,1,2,0
1478563200.0,1493924340.0,0.0,White,0.42,35.47,0,1,2,1
1478649600.0,1544116860.0,1.0,Brown Tabby,0.68,23.42,0,7,1,0
1504742400.0,1539787980.0,1.0,Brown Brindle,0.58,45.2,0,1,2,0
1476489600.0,1484136540.0,0.0,Brown Tabby,0.49,11.25,13,9,1,1
1474675200.0,1481368920.0,1.0,Sable,0.84,32.9,7,1,2,0
1505606400.0,1513789440.0,0.0,Tortie,0.59,41.54,7,1,1,1
1477785600.0,1519138200.0,0.0,Tortie,0.8,29.46,0,7,1,1
1523577600.0,1553096220.0,1.0,Tan,0.89,27.69,0,1,2,0
1498176000.0,1507027680.0,0.0,Blue Tabby,0.63,9.38,7,1,1,1
1308700800.0,1537361580.0,0.0,Brown Tabby,0.78,27.65,13,9,1,1
1304985600.0,1540384020.0,0.0,Cream,0.73,32.86,13,9,2,1
1470009600.0,1503596220.0,0.0,White,0.57,32.49,0,7,2,1
1320192000.0,1517312940.0,0.0,White,0.74,9.1,0,1,2,1
1422662400.0,1487870100.0,1.0,Brown,0.39,10.67,0,7,2,0
1390867200.0,1488905340.0,1.0,Black,0.78,28.58,13,9,2,0
1235520000.0,1502810160.0,1.0,Black,0.35,5.55,0,7,2,0
1360454400.0,1500484260.0,1.0,Tan,0.61,5.96,0,1,2,0
1482537600.0,1492020660.0,1.0,Cream Tabby,0.65,21.4,0,1,1,0
1528416000.0,1542463800.0,1.0,Black,0.61,47.49,13,9,2,0
1500422400.0,1508436480.0,2.0,Brown Tabby,0.21,13.23,7,1,1,1
1459728000.0,1477420860.0,0.0,Brown,0.7,25.43,11,4,4,2
1484352000.0,1522850160.0,1.0,Black,0.51,33.32,0,1,1,0
1364515200.0,1472383980.0,1.0,White,0.9,35.33,0,7,2,0
1361750400.0,1521554340.0,1.0,Blue,0.69,6.97,13,9,1,0
1530057600.0,1537630920.0,1.0,Brown Tabby,0.61,6.16,0,1,1,0
1239580800.0,1506006840.0,1.0,Cream Tabby,0.64,19.39,13,9,1,0
1523836800.0,1549026600.0,1.0,White,0.6,48.94,0,1,2,0
1317945600.0,1524767760.0,1.0,Brown,0.2,38.62,0,7,2,0
1473638400.0,1555517940.0,1.0,Black,0.6,46.11,0,1,2,0
1353456000.0,1482397080.0,1.0,Buff,0.43,27.49,13,9,2,0
1416873600.0,1513445280.0,2.0,White,0.61,33.79,0,7,2,0
1409961600.0,1492615680.0,0.0,Blue Tabby,0.41,7.15,0,7,1,1
1482969600.0,1549475820.0,1.0,Tan,0.03,34.93,0,1,2,0
1180483200.0,1484497560.0,0.0,White,0.81,44.26,13,9,2,1
1125792000.0,1474815720.0,1.0,Chocolate,0.73,25.29,0,7,2,0
1529884800.0,1555508940.0,0.0,White,0.04,31.37,0,7,2,1
1381881600.0,1542211500.0,0.0,Tricolor,0.54,45.78,13,9,2,1
1535760000.0,1539615480.0,2.0,Black,0.54,47.77,13,9,1,1
1400716800.0,1529580180.0,0.0,Silver,0.21,20.32,0,7,2,1
1236729600.0,1554036600.0,2.0,Black,0.06,12.24,13,9,2,1
1511654400.0,1514729700.0,0.0,Brown Tabby,0.81,5.66,13,9,1,2
1359676800.0,1488563700.0,1.0,Black,0.42,43.02,0,1,2,0
1486598400.0,1493916300.0,1.0,Black,0.1,28.92,0,1,2,0
1416009600.0,1497185340.0,0.0,Red,0.62,44.72,13,9,2,1
1476921600.0,1479824640.0,0.0,Black,0.18,7.45,13,9,1,2
1373673600.0,1502041320.0,1.0,Fawn,0.97,11.1,13,9,2,0
1500681600.0,1505672640.0,2.0,White,0.63,25.38,13,9,2,0
1500336000.0,1536344820.0,0.0,Brown Tabby,0.3,21.77,0,1,1,1
1496707200.0,1530533940.0,1.0,Tricolor,0.71,49.07,0,7,2,0
1441238400.0,1495630080.0,1.0,Tan,0.83,45.27,0,7,2,0
1489968000.0,1498662660.0,2.0,Red,0.64,32.29,13,9,2,0
1474243200.0,1508086440.0,0.0,Tan,0.98,21.95,0,1,2,1
1426809600.0,1478976960.0,0.0,Tan,0.13,44.65,0,1,2,1
1332201600.0,1555436160.0,0.0,Black,0.08,11.3,0,1,1,1
1479945600.0,1488048420.0,0.0,Torbie,0.44,25.45,0,1,1,1
1479945600.0,1482763320.0,0.0,Brown Tabby,0.93,41.54,13,9,1,2
1483488000.0,1493636940.0,0.0,Black,0.8,16.68,0,1,1,1
1476316800.0,1479409260.0,0.0,Black,0.11,13.7,13,9,1,2
1453161600.0,1486717200.0,2.0,Black,0.27,24.2,16,9,1,1
1375228800.0,1505146380.0,1.0,Brown,0.02,16.89,0,1,2,0
1212192000.0,1529683800.0,0.0,Brown,0.96,49.85,0,7,2,1
1496966400.0,1507660440.0,1.0,Black,0.42,47.02,0,1,1,0
1453766400.0,1550331960.0,0.0,Brown,0.33,6.24,15,4,4,2
1416009600.0,1551371160.0,0.0,Brown Tabby,0.94,47.51,0,1,1,1
1441324800.0,1507310040.0,1.0,Black,0.15,15.21,0,7,2,0
1499212800.0,1502301060.0,0.0,Blue Tabby,0.43,6.68,13,9,1,2
1528848000.0,1538239800.0,2.0,Brown Tabby,0.57,13.21,13,9,1,1
1351555200.0,1479836220.0,1.0,White,0.24,17.63,0,7,2,0
1515456000.0,1548850440.0,1.0,Fawn,0.49,15.74,0,7,2,0
1478908800.0,1548748800.0,0.0,White,0.44,35.69,7,1,2,1
1169510400.0,1487338860.0,2.0,Brown,0.61,27.15,0,7,2,0
1428278400.0,1556563800.0,0.0,White,0.18,40.31,0,7,2,1
1531699200.0,1541693340.0,1.0,Black,0.83,38.39,0,1,1,0
1536710400.0,1557250920.0,0.0,White,0.07,31.35,0,1,2,1
1535155200.0,1553001000.0,0.0,Black,0.18,49.5,0,1,2,1
1512864000.0,1531235340.0,0.0,Tan,0.43,24.15,7,1,2,1
1054512000.0,1529776860.0,1.0,Gray,0.48,32.84,0,7,2,0
1494460800.0,1528224180.0,0.0,Black,0.21,11.16,0,1,2,1
1376092800.0,1473448620.0,1.0,Gray,0.95,31.01,12,1,2,0
1281484800.0,1475686440.0,1.0,Black,0.59,12.82,0,1,1,0
1464393600.0,1529333460.0,2.0,Brown,0.06,47.43,0,7,2,1
1457740800.0,1522500420.0,1.0,Black,0.51,48.16,18,4,1,0
1451088000.0,1490714760.0,0.0,Tan,0.24,20.28,0,1,2,1
1477353600.0,1527153420.0,2.0,Tricolor,0.35,34.93,0,7,2,1
1529107200.0,1538149560.0,0.0,Brown Tabby,0.21,43.67,0,1,1,1
1462838400.0,1480870920.0,0.0,Fawn,0.71,49.7,0,1,2,1
1380672000.0,1478357220.0,1.0,Blue,0.62,21.76,13,9,2,0
1478131200.0,1483199940.0,2.0,Black,0.49,20.82,13,9,1,0
1476835200.0,1510306740.0,0.0,Black,0.32,12.04,0,4,4,2
1433635200.0,1499709480.0,2.0,Black,0.63,42.49,13,9,2,1
1487203200.0,1495544460.0,0.0,Black Smoke,0.95,17.01,7,1,1,1
1506988800.0,1540389000.0,0.0,Black,0.78,15.46,0,7,2,1
1393459200.0,1489835760.0,1.0,Red,0.44,15.66,0,7,2,0
1407369600.0,1472568000.0,0.0,Brown,0.19,47.21,0,1,2,1
1470787200.0,1477067640.0,2.0,Orange Tabby,0.02,21.31,18,4,1,0
1277078400.0,1471953060.0,0.0,White,0.27,8.95,13,9,2,1
1384214400.0,1480872540.0,0.0,Brown,0.12,41.98,0,7,2,1
1458604800.0,1492105500.0,1.0,Cream,0.74,20.82,0,7,2,0
1458432000.0,1519059360.0,0.0,Fawn,0.91,46.39,0,7,2,1
1432252800.0,1471281840.0,0.0,Brown Tabby,0.62,44.31,0,1,1,1
1498003200.0,1506695640.0,0.0,Orange Tabby,0.78,23.05,0,1,1,1
1529452800.0,1539687600.0,0.0,Blue,0.19,26.1,13,9,1,1
1277164800.0,1544882340.0,0.0,Black,0.24,20.1,7,1,2,1
1471737600.0,1475673240.0,2.0,Chocolate,0.2,38.64,11,4,2,1
1419724800.0,1485189240.0,1.0,Red,0.82,26.96,13,9,2,0
1506470400.0,1555872720.0,2.0,Gray Tabby,0.99,17.2,17,9,1,1
1463443200.0,1528362000.0,2.0,Cream Tabby,0.98,27.3,16,9,1,1
1538352000.0,1540661640.0,0.0,Tortie,0.13,8.27,13,9,1,2
1467331200.0,1471774200.0,2.0,Lynx Point,0.8,40.68,18,4,1,1
1164153600.0,1545955200.0,0.0,Black,0.45,11.87,13,9,1,1
1479772800.0,1513444140.0,0.0,Black,0.91,45.0,0,1,2,1
1472169600.0,1506794820.0,1.0,Yellow,0.72,35.08,0,1,2,0
1488499200.0,1495738500.0,1.0,White,0.68,43.89,0,1,2,0
1499644800.0,1504698000.0,2.0,Cream Tabby,0.73,9.51,8,2,1,0
1501459200.0,1504274580.0,0.0,Black Tabby,0.26,10.42,18,4,1,2
1533600000.0,1535537820.0,2.0,Sable,0.42,20.7,13,9,2,0
1488412800.0,1524924180.0,1.0,Cream Tabby,0.04,21.76,13,9,1,0
1472256000.0,1486731000.0,1.0,Tricolor,0.65,48.1,0,1,2,0
1468540800.0,1535477940.0,0.0,Torbie,0.48,38.75,0,1,1,1
1416614400.0,1481653380.0,1.0,Brown,0.46,35.65,0,7,2,0
1470873600.0,1475489040.0,0.0,Red,0.74,10.38,15,4,4,2
1395446400.0,1519920360.0,1.0,Blue,0.18,14.22,0,1,2,0
1499731200.0,1501593180.0,2.0,Orange,0.2,18.26,13,9,1,0
1500076800.0,1534349940.0,0.0,Red,0.36,24.65,0,7,2,1
1516320000.0,1539514620.0,2.0,White,0.47,31.32,17,9,1,0
